Link,Area,Year of Building,Number of Rooms,Elevator,Parking,Storage,Bale,Price,Tabaghe,Subtitle
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B9%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D8%A2%DA%A9%D9%88%D8%A7%D8%B1%DB%8C%D9%88%D9%85-%D8%BA%D8%B1%D9%82-%D9%86%D9%88%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/wZPKYkTX,۹۱,۱۳۹۷,۲,آسانسور,پارکینگ,انباری,بله,۳٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۳,۵ ساعت پیش در تهران، اندیشه (شهر زیبا)
https://divar.ir/v/58%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D8%A7%D8%B1-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%DA%AF%D8%B0%D8%B1-8-%D9%85%D8%AA%D8%B1/wZNG_idq,۵۸,۱۳۸۲,۱,آسانسور ندارد,پارکینگ,انباری,بله,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴,۵ ساعت پیش در تهران، جیحون
https://divar.ir/v/%DA%A9%D8%B1%D8%AF%D8%B3%D8%AA%D8%A7%D9%86-%DB%B1%DB%B0%DB%B6-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87/wZTqFCl3,۱۰۶,۱۳۸۲,۲,آسانسور,پارکینگ,انباری,nan,۱۲۵٬۴۷۱٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، امیرآباد
https://divar.ir/v/%DA%AF%DB%8C%D8%B4%D8%A7-%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D9%81%D8%A7%DB%8C%D9%84-%D8%B4%D8%AE%D8%B5%DB%8C/wZ_hHk3R,۷۵,۱۳۸۸,۲,آسانسور,پارکینگ,انباری,nan,۱۵۳٬۳۳۳٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، گیشا (کوی نصر)
https://divar.ir/v/%DB%B1%DB%B2%DB%B6%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/wZ7RobO3,۱۲۶,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳,۵ ساعت پیش در تهران، شهر زیبا
https://divar.ir/v/%DB%B1%DB%B0%DB%B5%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%DB%B8%D8%B3%D8%A7%D9%84%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2%DB%8C-%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87/wZrtLmk-,۱۰۵,۱۳۹۳,۲,آسانسور,پارکینگ,انباری,بله,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱,۵ ساعت پیش در تهران، میرداماد
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-67%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%A8%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%B1%D8%A7%DB%8C%D8%B7%DB%8C/wZTmlmHS,۶۷,۱۳۹۷,۱,آسانسور,پارکینگ ندارد,انباری,بله,۳٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۵ ساعت پیش در تهران، گمرک
https://divar.ir/v/120%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D8%B3%D9%86%D8%AF%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D9%88%D8%A7%D9%85-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1/wZxIaw3U,۱۲۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۴ از ۱۷,۵ ساعت پیش در تهران، شریف
https://divar.ir/v/%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%DB%B7%D8%B3%D8%A7%D9%84%D9%87-%D8%AC%D9%86%D8%AA-%D8%A7%D8%A8%D8%A7%D8%AF-%D8%AC%D9%86%D9%88%D8%A8%DB%8C/wZ65TTjv,۹۰,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲,۵ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D8%B3%D9%88%D8%AF-%D8%AA%D8%B6%D9%85%DB%8C%D9%86%DB%8C-%D8%A8%D8%A7-%D8%B1%D8%A7%D9%87%DA%A9%D8%A7%D8%B1%DB%8C-%D9%85%D9%86%D8%B7%D9%82%DB%8C-%D9%88-%D9%85%D8%B7%D9%85%D8%A6%D9%86/wZLqnZlK,۵۶,۱۴۰۱,۱,آسانسور,پارکینگ,انباری,بله,۲٬۷۲۰٬۰۰۰٬۰۰۰ تومان,۳,۵ ساعت پیش در تهران، آذربایجان
https://divar.ir/v/78%D9%85%D8%AA%D8%B1-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%B3%D9%86%D8%AF-%D8%A7%D9%85%D8%A7%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B7%D9%88%D8%B3/wZKwUG3v,۷۸,۱۴۰۲,۲,آسانسور,پارکینگ,انباری,nan,۹۱٬۰۲۵٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، دکتر هوشیار
https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B9%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88%D9%84%D8%AA-%DA%A9%DB%8C%DA%A9%D8%A7%D9%88%D9%88%D8%B3/wZTml5OE,۹۱,۱۳۸۸,۲,آسانسور,پارکینگ,انباری,nan,۱۷۰٬۳۲۹٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، قلهک
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%DB%B1%DB%B3%DB%B2%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D8%BA%D8%B1%D8%A8/wZ-dlIY6,۱۳۲,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,بله,۲۶٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵,۵ ساعت پیش در تهران، شهرک غرب
https://divar.ir/v/%DB%B2%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87/wZD9AfXe,۲۵۰,۱۳۹۹,۳,آسانسور,پارکینگ,انباری,بله,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/wZTmF3uD,۵۵,۱۴۰۳,۱,آسانسور,پارکینگ ندارد,انباری ندارد,nan,۶۲٬۰۰۰٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، پیروزی
https://divar.ir/v/%DB%B1%DB%B0%DB%B7-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B1%D9%88%D9%81-%DA%AF%D8%A7%D8%B1%D8%AF%D9%86-%D8%AF%D8%A7%D8%B1-%DB%B2%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D8%AC%DB%8C/wZSuXyQ7,۱۰۷,۱۴۰۲,۲,آسانسور,پارکینگ,انباری,nan,۷۴٬۷۶۶٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، دکتر هوشیار
https://divar.ir/v/%DB%B1%DB%B0%DB%B1-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87/wZTm1N63,۱۰۱,۱۳۸۷,۲,آسانسور,پارکینگ,انباری,بله,۱۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳,۵ ساعت پیش در تهران، عباس‌آباد
https://divar.ir/v/%DB%B1%DB%B9%DB%B0%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D9%88%D8%B3%D8%AA%D8%A7%D9%86/wZrFQaw6,۱۹۰,۱۳۹۴,۳,آسانسور,پارکینگ,انباری,بله,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/%DB%B6%DB%B8-%D9%85%D8%AA%D8%B1-%D9%86%D9%82%D8%B4%D9%87-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C/wZTmFvf8,۶۸,۱۳۸۷,۱,آسانسور,پارکینگ,انباری ندارد,nan,۵۶٬۶۱۷٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، سلسبیل
https://divar.ir/v/%DB%B1%DB%B4%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%A7%D8%B1%D8%A7%D8%AC-%D8%B1%D9%88-%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8/wZBGEf4R,۱۴۰,۱۳۸۵,۳,آسانسور,پارکینگ,انباری,بله,۱۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲,۵ ساعت پیش در تهران، اراج
https://divar.ir/v/%DB%B1%DB%B4%DB%B9-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%82%D8%A7%D8%A8%D9%84-%DA%86%DB%8C%D8%AF%D9%85%D8%A7%D9%86-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%87%D8%AA%D9%84%DB%8C%D9%86%DA%AF/gZyAbQO2,۱۴۹,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,nan,۲۸۰٬۵۳۶٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/75%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1/wZyVJuMx,۷۵,۱۳۸۵,۲,آسانسور,پارکینگ ندارد,انباری,بله,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴,۵ ساعت پیش در تهران، دانشگاه علم و صنعت
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B2%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%BA%D8%B1%D8%A8%DB%8C-%D9%87%D8%A7%DB%8C-%DB%B2%DB%B4-%D9%85%D8%AA%D8%B1%DB%8C/wZCuMiCN,۲۲۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۱۳۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵,۵ ساعت پیش در تهران، سعادت‌آباد
https://divar.ir/v/%D9%BE%DB%8C%D8%B4-%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B1%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF/wZRaQdax,۱۱۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۷,۵ ساعت پیش در تهران، سعادت‌آباد
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%B4%DB%8C%DA%A9-116-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D9%88%D8%B3%D8%AA%D8%A7%D9%86-2-%D8%B3%D8%A7%D9%84-%D8%B3%D8%A7%D8%B2-%D9%81%D9%88%D9%84/wZSKDNQ5,۱۱۶,۱۴۰۱,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵,۵ ساعت پیش در تهران، مجیدآباد
https://divar.ir/v/%DB%B3%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AF%D8%B1%D9%88%D8%B3-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/wYbsFg2N,۳۴۰,۱۴۰۱,۴,آسانسور,پارکینگ,انباری,nan,۳۸۵٬۲۹۴٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، دروس
https://divar.ir/v/60%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D9%86%DB%8C-%D9%87%D8%A7%D8%B4%D9%85-%D9%85%D8%AC%DB%8C%D8%AF%DB%8C%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/wZyV563z,۶۰,۱۴۰۳,۱,آسانسور,پارکینگ,انباری,بله,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۵ ساعت پیش در تهران، کاظم‌آباد
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B4%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%DB%B3-%D8%B4%D9%87%D8%B1%DA%A9-%D9%88%D9%84%DB%8C%D8%B9%D8%B5%D8%B1/wZTmVT6E,۴۳,۱۳۸۳,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بله,۱٬۹۳۵٬۰۰۰٬۰۰۰ تومان,۳ از ۸,۵ ساعت پیش در تهران، شهرک ولیعصر
https://divar.ir/v/%DB%B1%DB%B0%DB%B2%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%DB%B1%DB%B0%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88%DA%A9%D9%84%D9%87-%D9%86%D9%88%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87/wZS6VvOK,۱۰۲,۱۳۸۸,۲,آسانسور,پارکینگ,انباری,بله,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۳,۵ ساعت پیش در تهران، کوی فردوس
https://divar.ir/v/%DB%B5%DB%B5%D9%85-%DB%B1%D8%AE-%DB%B5%D8%B3%D8%A7%D9%84%D9%87-%D8%AE%D8%B7%DB%8C-%D8%B1%D9%88%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%A7%D8%A8%D8%A7%D8%B0%D8%B1-%D9%82%DB%8C%D8%A7%D9%85/wZMWcMmO,۵۵,۱۳۹۸,۱,آسانسور,پارکینگ,انباری,بله,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۵ ساعت پیش در تهران، کوی مهران
https://divar.ir/v/%DB%B9%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%82%D9%84%D8%A8-%D8%AA%D9%BE%D9%86%D8%AF%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D9%88%D8%A7%D9%85-%D8%AF%D8%A7%D8%B1-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1/wZ65YSQe,۹۱,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۲٬۸۶۰٬۰۰۰٬۰۰۰ تومان,۱۷ از ۲۱,۵ ساعت پیش در تهران، دریاچه شهدای خلیج فارس
https://divar.ir/v/%DB%B9%DB%B1-%D9%85%D8%AA%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D9%86%D9%81%D8%AA-%D8%B3%D9%86%D8%AF%D8%AA%DA%A9-%D8%A8%D8%B1%DA%A9/wZuZpOO5,۹۱,۱۳۹۲,۲,آسانسور,پارکینگ,انباری,بله,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴,۵ ساعت پیش در تهران، شهرک نفت (منطقه ۱)
https://divar.ir/v/%DB%B1%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gZYP8NVZ,۱۵۵,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,بله,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/%DB%B5%DB%B1-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%DA%AF%D8%B0%D8%B1-%D9%BE%D9%87%D9%86/wZK2AhXH,۵۲,۱۳۹۲,۱,آسانسور,پارکینگ,انباری,بله,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴,۵ ساعت پیش در تهران، جی
https://divar.ir/v/%DB%B8%DB%B0%D9%85%D8%AA%D8%B1-%DA%86%D9%87%D8%A7%D8%B1%D8%A8%D8%A7%D8%BA-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D9%86%D9%82%D8%B4%D9%87-%D9%87%DB%8C%D9%88%D9%84%D8%A7/wZTi1rN5,۸۰,۱۳۸۲,۲,آسانسور,پارکینگ ندارد,انباری,بله,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۵ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%B1%D9%81/wZCWl9gf,۶۰,۱۳۹۹,۱,آسانسور,پارکینگ ندارد,انباری,بله,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۲,۵ ساعت پیش در تهران، مبارک‌آباد بهشتی
https://divar.ir/v/%D8%B3%D9%87%DB%8C%D9%84-%DB%B1%DB%B2%DB%B4-%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%AA%D8%AE%D9%84%DB%8C%D9%87/wZEOsRBY,۱۲۴,۱۳۹۰,۲,آسانسور,پارکینگ,انباری,بله,۲۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵,۵ ساعت پیش در تهران، قیطریه
https://divar.ir/v/%DB%B1%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AF%D8%B4%D8%AA%D8%B3%D8%AA%D8%A7%D9%86%D9%87%D8%A7-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DB%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/wZZIFJCo,۱۵۵,۱۴۰۱,۳,آسانسور,پارکینگ,انباری,بله,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/%DB%B2%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DB%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%A9/gZjx05Nh,۲۴۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,nan,۳۲۰٬۸۳۳٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، پاسداران
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%DB%B3-%D8%AF%D8%B1-%D8%A7%D9%81%D8%B3%D8%B1%DB%8C%D9%87/wZM-LMF1,۶۵,۱۳۸۷,۲,آسانسور ندارد,پارکینگ,انباری,nan,۶۰٬۷۶۹٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، افسریه
https://divar.ir/v/%DB%B7%DB%B6%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/wZVRknll,۷۶,۱۳۸۲,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بله,۳٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴,۵ ساعت پیش در تهران، جیحون
https://divar.ir/v/%DB%B5-%D8%B7%D8%A8%D9%82%D9%87-%DB%8C%DA%A9%D8%AC%D8%A7-%D8%AF%D8%B1%D9%88%D8%B3-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gZte-cVI,۱۸۰۰,۱۳۹۵,+۴,آسانسور,پارکینگ,انباری,nan,۴۰۰٬۰۰۰٬۰۰۰ تومان,nan,۵ ساعت پیش در تهران، دروس
https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B4-%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D8%B3%D8%B1-%D8%A7%D8%B5%D9%84%DB%8C/wZTiF9ha,۸۴,۱۴۰۲,۲,آسانسور,پارکینگ,انباری,بله,۷٬۸۹۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۵ ساعت پیش در تهران، تهران‌سر
https://divar.ir/v/%DB%B1%DB%B0%DB%B8-%D9%85%D8%AA%D8%B1-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B3%D8%AA%D8%A7%D8%B1%D8%AE%D8%A7%D9%86/wZ-pS7qI,۱۰۸,۱۳۷۸,۲,آسانسور ندارد,پارکینگ,انباری,بله,۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۵ ساعت پیش در تهران، ستارخان
https://divar.ir/v/%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%DB%B1%DB%B3%DB%B7-%D9%85%D8%AA%D8%B1%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/wZMeNTNy,۱۴۰,۱۳۸۴,۳,آسانسور,پارکینگ,انباری,بله,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴,۵ ساعت پیش در تهران، پاسداران
